customer_id,age,gender,city,region,signup_date
CUST100122,52,Other,Bangalore,South,2023-11-26
CUST100123,61,Male,Bangalore,East,2020-11-15
CUST100124,57,Female,Bangalore,North,2022-07-12
CUST100125,39,Female,Hyderabad,North,2020-12-29
CUST100126,44,Male,Chennai,West,2024-01-05
CUST100127,52,Male,Bangalore,South,2021-04-19
CUST100128,18,Other,Chennai,South,2022-10-19
CUST100129,52,Other,Bangalore,East,2022-02-04
CUST100130,54,Male,Bangalore,East,2021-08-24
CUST100131,64,Other,Mumbai,East,2020-11-07
CUST100132,31,Female,Chennai,East,2021-08-11
CUST100133,20,Other,Pune,East,2023-05-28
CUST100134,18,Other,Chennai,North,2020-12-08
CUST100135,22,Female,Kolkata,North,2022-06-24
CUST100136,43,Other,Hyderabad,East,2023-01-22
CUST100137,31,Female,Pune,North,2023-03-02
CUST100138,56,Other,Mumbai,East,2020-06-20
CUST100139,44,Male,Chennai,East,2021-09-17
CUST100140,26,Other,Mumbai,South,2022-10-29
CUST100141,32,Male,Pune,North,2021-11-12
CUST100142,32,Male,Mumbai,North,2023-09-06
CUST100143,43,Male,Mumbai,South,2023-01-26
CUST100144,59,Male,Delhi,North,2023-04-07
CUST100145,30,Male,Chennai,South,2020-11-06
CUST100146,49,Female,Mumbai,West,2022-07-02
CUST100147,56,Female,Delhi,North,2023-09-28
CUST100148,49,Female,Delhi,East,2021-03-05
CUST100149,21,Male,Bangalore,South,2022-05-07
CUST100150,47,Other,Bangalore,East,2020-10-11
CUST100151,54,Female,Hyderabad,East,2023-07-07
CUST100152,40,Other,Pune,North,2021-05-09
CUST100153,56,Other,Chennai,South,2020-12-20
CUST100154,62,Male,Bangalore,West,2020-08-01
CUST100155,32,Male,Pune,East,2022-03-27
CUST100156,60,Male,Chennai,East,2020-07-18
CUST100157,46,Female,Pune,West,2023-06-13
CUST100158,53,Male,Hyderabad,South,2022-05-02
CUST100159,30,Female,Hyderabad,North,2020-05-15
CUST100160,49,Female,Delhi,East,2022-08-05
CUST100161,24,Female,Delhi,North,2021-09-19
CUST100162,39,Female,Chennai,South,2022-07-05
CUST100163,45,Male,Pune,West,2023-12-16
CUST100164,19,Female,Pune,North,2023-09-26
CUST100165,59,Male,Bangalore,South,2020-12-07
CUST100166,62,Male,Bangalore,North,2021-01-22
CUST100167,23,Female,Chennai,North,2020-01-04
CUST100168,45,Male,Kolkata,East,2021-11-07
CUST100169,45,Other,Bangalore,North,2021-02-02
CUST100170,61,Male,Mumbai,East,2023-12-16
CUST100171,61,Male,Bangalore,South,2021-02-14
CUST100172,37,Female,Kolkata,South,2020-07-31
CUST100173,47,Female,Pune,East,2021-07-13
CUST100174,28,Male,Delhi,West,2021-07-11
CUST100175,45,Female,Delhi,North,2021-07-11
CUST100176,42,Other,Pune,South,2022-12-07
CUST100177,56,Other,Delhi,South,2023-04-25
CUST100178,50,Female,Bangalore,West,2021-05-16
CUST100179,18,Male,Hyderabad,South,2021-10-05
CUST100180,44,Other,Delhi,East,2021-06-14
CUST100181,30,Other,Hyderabad,West,2022-08-10
CUST100182,58,Male,Kolkata,South,2022-02-25
CUST100183,20,Female,Hyderabad,West,2021-04-19
CUST100184,56,Other,Kolkata,West,2020-02-11
CUST100185,23,Male,Bangalore,South,2021-08-26
CUST100186,25,Male,Pune,South,2023-07-08
CUST100187,44,Other,Mumbai,South,2020-02-17
CUST100188,26,Female,Bangalore,West,2021-12-28
CUST100189,54,Other,Delhi,East,2024-01-09
CUST100190,50,Male,Bangalore,East,2020-08-08
CUST100191,59,Other,Kolkata,North,2022-07-28
CUST100192,61,Female,Bangalore,South,2020-12-08
CUST100193,41,Male,Bangalore,East,2023-06-15
CUST100194,32,Female,Mumbai,North,2020-06-03
CUST100195,49,Other,Kolkata,North,2022-07-26
CUST100196,49,Other,Chennai,South,2022-04-20
CUST100197,41,Female,Chennai,North,2022-12-15
CUST100198,58,Other,Kolkata,East,2021-01-21
CUST100199,29,Female,Chennai,North,2022-06-12
CUST100200,56,Other,Delhi,North,2023-08-31
CUST100201,19,Female,Chennai,East,2020-02-07
CUST100202,20,Female,Delhi,North,2023-09-26
CUST100203,54,Male,Kolkata,North,2022-04-30
CUST100204,34,Male,Chennai,West,2021-12-29
CUST100205,19,Female,Chennai,North,2020-08-18
CUST100206,19,Other,Pune,North,2021-03-27
CUST100207,45,Other,Hyderabad,West,2023-09-27
CUST100208,40,Other,Delhi,West,2024-01-16
CUST100209,54,Female,Delhi,West,2020-09-13
CUST100210,49,Female,Bangalore,South,2021-03-09
CUST100211,50,Female,Mumbai,South,2020-07-27
CUST100212,18,Female,Chennai,East,2023-05-09
CUST100213,36,Male,Pune,North,2020-05-16
CUST100214,19,Female,Mumbai,East,2021-07-18
CUST100215,61,Other,Hyderabad,South,2022-05-05
CUST100216,43,Male,Hyderabad,North,2023-11-18
CUST100217,49,Other,Pune,North,2021-12-21
CUST100218,23,Female,Mumbai,West,2022-04-24
CUST100219,49,Male,Chennai,South,2020-02-05
CUST100220,21,Female,Hyderabad,North,2023-05-23
CUST100221,28,Male,Pune,West,2020-01-27
CUST100222,34,Other,Delhi,North,2020-01-18
CUST100223,55,Female,Bangalore,South,2021-09-21
CUST100224,41,Female,Pune,East,2023-03-06
CUST100225,22,Male,Kolkata,East,2021-08-01
CUST100226,51,Male,Hyderabad,North,2022-06-21
CUST100227,23,Female,Hyderabad,West,2022-09-01
CUST100228,39,Male,Chennai,West,2022-11-19
CUST100229,28,Female,Chennai,West,2023-01-01
CUST100230,33,Male,Kolkata,South,2020-05-02
CUST100231,50,Other,Hyderabad,East,2022-08-14
CUST100232,26,Male,Mumbai,East,2022-09-27
CUST100233,23,Other,Bangalore,North,2022-09-13
CUST100234,33,Male,Mumbai,East,2023-06-05
CUST100235,46,Male,Kolkata,West,2020-12-03
CUST100236,20,Female,Kolkata,South,2022-09-17
CUST100237,37,Male,Bangalore,West,2020-09-29
CUST100238,53,Male,Kolkata,West,2023-12-31
CUST100239,36,Other,Kolkata,East,2022-06-20
CUST100240,43,Male,Hyderabad,South,2020-02-08
CUST100241,20,Female,Pune,South,2021-11-12
CUST100242,36,Other,Hyderabad,West,2021-03-01
CUST100243,37,Female,Bangalore,North,2020-11-10
CUST100244,49,Female,Chennai,East,2021-09-05
CUST100245,24,Female,Mumbai,North,2022-01-24
CUST100246,58,Female,Chennai,West,2020-06-05
CUST100247,50,Other,Chennai,East,2022-05-21
CUST100248,57,Male,Pune,North,2022-02-15
CUST100249,56,Female,Mumbai,North,2020-09-13
CUST100250,35,Other,Chennai,North,2022-05-04
CUST100251,57,Female,Bangalore,East,2021-09-26
CUST100252,18,Male,Mumbai,North,2021-03-31
CUST100253,28,Other,Delhi,South,2020-02-16
CUST100254,45,Other,Pune,West,2023-09-17
CUST100255,42,Male,Chennai,East,2020-01-10
CUST100256,40,Other,Kolkata,South,2020-05-23
CUST100257,48,Male,Mumbai,North,2023-12-25
CUST100258,47,Other,Delhi,West,2023-03-21
CUST100259,59,Other,Kolkata,North,2021-05-01
CUST100260,52,Male,Delhi,South,2023-03-05
CUST100261,24,Male,Chennai,North,2022-11-15
CUST100262,33,Other,Kolkata,East,2022-10-27
CUST100263,43,Other,Chennai,South,2021-08-13
CUST100264,19,Male,Kolkata,East,2022-11-04
CUST100265,18,Male,Mumbai,West,2023-12-26
CUST100266,29,Other,Hyderabad,East,2022-06-17
CUST100267,22,Other,Bangalore,East,2023-11-24
CUST100268,54,Other,Hyderabad,North,2020-07-25
CUST100269,49,Male,Bangalore,North,2022-06-28
CUST100270,26,Other,Hyderabad,South,2023-05-24
CUST100271,58,Female,Delhi,West,2024-01-22
CUST100272,52,Male,Pune,South,2020-09-15
CUST100273,36,Other,Kolkata,West,2023-09-14
CUST100274,33,Male,Chennai,West,2021-03-29
CUST100275,20,Female,Pune,East,2022-03-09
CUST100276,37,Male,Mumbai,North,2021-01-09
CUST100277,41,Other,Mumbai,West,2021-04-08
CUST100278,50,Female,Mumbai,North,2020-03-15
CUST100279,41,Female,Bangalore,West,2020-08-29
CUST100280,28,Other,Chennai,North,2022-11-06
CUST100281,25,Other,Mumbai,South,2023-07-06
CUST100282,53,Other,Mumbai,North,2020-05-02
CUST100283,55,Male,Hyderabad,East,2023-08-27
CUST100284,57,Male,Delhi,West,2020-04-20
CUST100285,37,Male,Kolkata,East,2023-07-03
CUST100286,52,Other,Kolkata,West,2020-08-21
CUST100287,42,Other,Kolkata,East,2022-08-25
CUST100288,52,Male,Pune,West,2021-05-11
CUST100289,42,Female,Hyderabad,North,2022-11-29
CUST100290,46,Male,Hyderabad,West,2023-02-19
CUST100291,35,Female,Delhi,East,2024-01-13
CUST100292,63,Other,Bangalore,East,2021-12-27
CUST100293,35,Other,Pune,West,2020-04-01
CUST100294,19,Male,Delhi,West,2023-10-16
CUST100295,52,Male,Mumbai,South,2023-02-20
CUST100296,33,Other,Chennai,South,2020-12-02
CUST100297,58,Male,Pune,North,2021-05-27
CUST100298,53,Other,Pune,North,2021-08-25
CUST100299,50,Other,Mumbai,North,2021-03-03
CUST100300,21,Female,Mumbai,North,2023-12-27
CUST100301,50,Male,Chennai,North,2020-01-07
CUST100302,31,Other,Kolkata,West,2020-04-29
CUST100303,38,Male,Pune,South,2021-01-21
CUST100304,37,Female,Delhi,West,2023-10-05
CUST100305,25,Female,Bangalore,South,2021-10-02
CUST100306,24,Male,Mumbai,South,2023-01-26
CUST100307,20,Male,Mumbai,East,2022-12-02
CUST100308,34,Other,Bangalore,East,2020-07-01
CUST100309,50,Female,Delhi,South,2021-11-27
CUST100310,29,Female,Mumbai,West,2021-07-18
CUST100311,39,Female,Bangalore,South,2023-06-12
CUST100312,39,Male,Hyderabad,North,2021-03-21
CUST100313,63,Other,Mumbai,West,2020-07-18
CUST100314,47,Male,Kolkata,West,2022-08-05
CUST100315,55,Male,Kolkata,South,2021-05-27
CUST100316,55,Male,Mumbai,North,2022-09-16
CUST100317,62,Other,Hyderabad,South,2020-07-31
CUST100318,25,Male,Mumbai,North,2023-11-02
CUST100319,44,Female,Kolkata,West,2021-06-29
CUST100320,44,Female,Hyderabad,South,2021-04-30
CUST100321,51,Female,Mumbai,North,2023-10-16
CUST100322,38,Other,Hyderabad,East,2020-06-16
CUST100323,47,Male,Delhi,West,2022-06-08
CUST100324,50,Other,Delhi,West,2022-07-19
CUST100325,45,Male,Chennai,East,2023-11-28
CUST100326,64,Female,Delhi,North,2022-04-07
CUST100327,50,Male,Pune,West,2020-05-16
CUST100328,22,Male,Hyderabad,North,2023-06-10
CUST100329,36,Male,Pune,East,2020-04-24
CUST100330,21,Other,Pune,South,2023-06-29
CUST100331,52,Male,Mumbai,West,2023-08-05
CUST100332,34,Male,Mumbai,West,2022-12-08
CUST100333,61,Male,Bangalore,North,2024-01-15
CUST100334,45,Other,Hyderabad,West,2021-05-30
CUST100335,47,Other,Pune,South,2021-11-18
CUST100336,46,Other,Pune,East,2022-10-16
CUST100337,63,Male,Delhi,West,2023-07-19
CUST100338,23,Female,Kolkata,East,2023-12-25
CUST100339,52,Female,Hyderabad,North,2022-11-15
CUST100340,58,Female,Kolkata,South,2022-12-29
CUST100341,54,Male,Hyderabad,West,2020-10-19
CUST100342,41,Female,Hyderabad,East,2023-11-30
CUST100343,46,Female,Chennai,South,2023-06-11
CUST100344,63,Female,Bangalore,East,2020-08-18
CUST100345,48,Male,Kolkata,North,2023-07-10
CUST100346,52,Female,Chennai,South,2022-07-26
CUST100347,50,Female,Delhi,South,2023-02-18
CUST100348,38,Male,Bangalore,North,2024-01-26
CUST100349,49,Other,Bangalore,North,2021-06-01
CUST100350,40,Female,Pune,West,2022-11-13
CUST100351,50,Other,Hyderabad,North,2021-12-06
CUST100352,20,Female,Hyderabad,North,2021-01-11
CUST100353,35,Male,Mumbai,East,2021-03-12
CUST100354,42,Other,Hyderabad,South,2022-05-02
CUST100355,59,Other,Hyderabad,East,2022-08-27
CUST100356,48,Other,Hyderabad,North,2021-05-13
CUST100357,20,Other,Pune,West,2023-04-12
CUST100358,57,Female,Delhi,East,2021-08-22
CUST100359,63,Female,Hyderabad,East,2022-02-16
CUST100360,41,Other,Pune,South,2023-08-26
CUST100361,49,Female,Bangalore,South,2020-03-10
CUST100362,64,Other,Pune,South,2020-07-23
CUST100363,39,Other,Hyderabad,West,2020-12-06
CUST100364,40,Male,Chennai,West,2022-11-21
CUST100365,19,Other,Pune,North,2022-12-02
CUST100366,44,Female,Kolkata,North,2020-04-27
CUST100367,59,Other,Delhi,South,2022-06-07
CUST100368,19,Male,Delhi,East,2020-01-15
CUST100369,43,Female,Bangalore,South,2023-09-07
CUST100370,34,Male,Pune,North,2022-06-29
CUST100371,57,Male,Bangalore,East,2021-09-18
CUST100372,50,Other,Bangalore,North,2023-09-22
CUST100373,26,Male,Chennai,West,2021-11-20
CUST100374,60,Male,Mumbai,South,2022-02-12
CUST100375,56,Female,Bangalore,South,2023-11-05
CUST100376,46,Male,Mumbai,East,2022-07-01
CUST100377,59,Other,Mumbai,South,2020-04-29
CUST100378,43,Other,Delhi,North,2020-01-26
CUST100379,52,Other,Kolkata,North,2020-03-04
CUST100380,42,Male,Kolkata,West,2021-04-04
CUST100381,41,Female,Pune,North,2020-11-09
CUST100382,30,Other,Chennai,East,2022-03-15
CUST100383,24,Male,Chennai,North,2023-05-24
CUST100384,53,Other,Kolkata,West,2024-01-19
CUST100385,62,Other,Pune,West,2022-09-12
CUST100386,37,Female,Hyderabad,South,2022-01-05
CUST100387,18,Other,Kolkata,East,2022-06-07
CUST100388,25,Female,Pune,North,2022-09-08
CUST100389,63,Male,Pune,West,2021-08-01
CUST100390,33,Other,Pune,North,2024-02-05
CUST100391,31,Male,Pune,West,2023-10-14
CUST100392,29,Male,Delhi,South,2023-02-23
CUST100393,40,Male,Delhi,West,2022-08-29
CUST100394,32,Other,Kolkata,South,2022-05-10
CUST100395,45,Female,Pune,East,2021-12-07
CUST100396,51,Other,Bangalore,North,2023-01-15
CUST100397,19,Male,Pune,North,2023-09-28
CUST100398,49,Female,Bangalore,South,2021-01-29
CUST100399,40,Male,Delhi,East,2021-04-28
CUST100400,39,Female,Pune,South,2021-10-27
CUST100401,42,Other,Mumbai,West,2021-03-31
CUST100402,39,Female,Kolkata,South,2024-02-08
CUST100403,39,Other,Pune,East,2020-07-28
CUST100404,59,Male,Chennai,West,2021-06-08
CUST100405,23,Female,Bangalore,North,2021-11-06
CUST100406,32,Male,Hyderabad,North,2022-09-28
CUST100407,60,Female,Hyderabad,North,2022-06-14
CUST100408,54,Other,Pune,East,2022-09-30
CUST100409,50,Female,Mumbai,East,2020-11-02
CUST100410,25,Female,Bangalore,East,2023-01-04
CUST100411,61,Other,Mumbai,East,2022-11-11
CUST100412,61,Other,Hyderabad,East,2020-02-29
CUST100413,22,Other,Kolkata,West,2021-01-20
CUST100414,56,Female,Hyderabad,South,2020-02-25
CUST100415,21,Male,Kolkata,North,2020-06-16
CUST100416,23,Female,Kolkata,East,2023-12-06
CUST100417,62,Female,Delhi,North,2021-12-17
CUST100418,49,Male,Hyderabad,East,2022-05-14
CUST100419,47,Other,Hyderabad,North,2023-04-29
CUST100420,64,Female,Mumbai,South,2021-04-26
CUST100421,52,Male,Pune,North,2023-12-10
CUST100422,57,Other,Chennai,North,2020-12-05
CUST100423,33,Other,Chennai,East,2022-03-06
CUST100424,30,Female,Kolkata,West,2022-06-10
CUST100425,59,Other,Chennai,West,2022-02-14
CUST100426,47,Other,Bangalore,North,2023-07-06
CUST100427,36,Male,Mumbai,West,2023-10-05
CUST100428,34,Male,Mumbai,South,2021-08-23
CUST100429,36,Other,Mumbai,South,2021-03-12
CUST100430,45,Male,Bangalore,West,2023-05-30
CUST100431,43,Other,Pune,West,2023-12-07
CUST100432,54,Female,Delhi,South,2023-10-05
CUST100433,43,Male,Bangalore,West,2022-12-18
CUST100434,40,Other,Mumbai,West,2020-05-31
CUST100435,26,Other,Mumbai,East,2022-07-22
CUST100436,29,Male,Hyderabad,East,2021-06-23
CUST100437,18,Male,Mumbai,West,2020-08-12
CUST100438,18,Female,Pune,West,2023-09-03
CUST100439,64,Other,Chennai,East,2021-07-16
CUST100440,51,Female,Delhi,East,2023-07-26
CUST100441,49,Female,Bangalore,West,2021-07-11
CUST100442,42,Female,Mumbai,East,2024-02-06
CUST100443,57,Male,Hyderabad,South,2021-09-09
CUST100444,62,Female,Hyderabad,North,2020-01-24
CUST100445,18,Male,Kolkata,South,2021-01-02
CUST100446,33,Male,Delhi,East,2022-09-25
CUST100447,56,Female,Hyderabad,South,2020-11-30
CUST100448,22,Female,Kolkata,North,2023-12-27
CUST100449,39,Other,Delhi,East,2020-01-03
CUST100450,46,Female,Mumbai,South,2022-10-04
CUST100451,20,Other,Delhi,South,2023-07-05
CUST100452,29,Female,Delhi,North,2020-09-19
CUST100453,43,Female,Mumbai,East,2020-04-30
CUST100454,33,Female,Pune,West,2020-01-21
CUST100455,54,Female,Hyderabad,East,2022-06-23
CUST100456,39,Other,Kolkata,North,2020-05-19
CUST100457,46,Other,Pune,North,2023-08-05
CUST100458,31,Female,Kolkata,North,2020-07-24
CUST100459,45,Female,Chennai,North,2020-02-12
CUST100460,22,Other,Hyderabad,West,2022-04-29
CUST100461,64,Male,Kolkata,East,2023-02-15
CUST100462,47,Male,Kolkata,East,2022-10-25
CUST100463,63,Male,Delhi,South,2020-07-25
CUST100464,22,Other,Chennai,West,2021-09-26
CUST100465,29,Other,Mumbai,West,2020-12-10
CUST100466,33,Male,Mumbai,South,2023-03-11
CUST100467,43,Male,Bangalore,South,2021-01-06
CUST100468,43,Female,Chennai,East,2023-06-09
CUST100469,38,Other,Delhi,East,2023-04-02
CUST100470,56,Other,Bangalore,East,2021-06-30
CUST100471,53,Male,Bangalore,West,2023-10-19
CUST100472,50,Male,Mumbai,West,2022-09-10
CUST100473,47,Other,Kolkata,South,2020-11-30
CUST100474,54,Female,Delhi,North,2020-01-11
CUST100475,40,Male,Chennai,North,2023-12-02
CUST100476,27,Other,Bangalore,North,2020-03-15
CUST100477,22,Other,Delhi,North,2023-08-16
CUST100478,53,Female,Mumbai,North,2022-08-04
CUST100479,51,Female,Bangalore,East,2022-07-01
CUST100480,48,Male,Bangalore,South,2023-11-05
CUST100481,27,Male,Pune,North,2021-12-10
CUST100482,36,Male,Mumbai,North,2022-05-02
CUST100483,49,Other,Pune,North,2022-02-14
CUST100484,18,Male,Mumbai,East,2022-06-04
CUST100485,22,Other,Mumbai,North,2022-01-05
CUST100486,62,Male,Pune,South,2021-09-25
CUST100487,21,Female,Hyderabad,East,2022-11-17
CUST100488,33,Female,Delhi,East,2024-01-26
CUST100489,41,Other,Delhi,West,2021-01-30
CUST100490,33,Female,Hyderabad,West,2021-11-13
CUST100491,19,Other,Delhi,East,2023-10-31
CUST100492,45,Other,Kolkata,North,2021-02-24
CUST100493,49,Female,Bangalore,North,2020-12-29
CUST100494,44,Other,Delhi,North,2023-05-24
CUST100495,37,Female,Kolkata,North,2023-01-29
CUST100496,41,Male,Bangalore,West,2020-04-02
CUST100497,29,Male,Delhi,South,2020-09-22
CUST100498,52,Female,Mumbai,East,2020-07-24
CUST100499,50,Female,Hyderabad,North,2023-01-08
CUST100500,50,Female,Chennai,West,2020-02-06
CUST100501,60,Female,Delhi,South,2022-10-31
CUST100502,54,Male,Chennai,East,2023-01-18
CUST100503,29,Other,Delhi,East,2022-01-13
CUST100504,20,Other,Mumbai,East,2020-01-19
CUST100505,18,Male,Hyderabad,North,2021-01-08
CUST100506,50,Other,Hyderabad,East,2020-04-03
CUST100507,57,Male,Chennai,North,2020-02-01
CUST100508,27,Other,Kolkata,South,2020-05-19
CUST100509,60,Female,Mumbai,West,2022-08-30
CUST100510,61,Female,Chennai,West,2022-11-10
CUST100511,46,Female,Chennai,West,2023-03-18
CUST100512,30,Male,Pune,East,2023-05-29
CUST100513,29,Male,Pune,West,2022-01-02
CUST100514,48,Other,Mumbai,South,2022-01-23
CUST100515,63,Other,Mumbai,North,2023-05-27
CUST100516,19,Other,Mumbai,West,2020-02-27
CUST100517,52,Male,Bangalore,North,2023-12-19
CUST100518,40,Other,Kolkata,North,2023-07-22
CUST100519,34,Female,Delhi,West,2020-05-19
CUST100520,43,Other,Pune,West,2022-11-12
CUST100521,25,Female,Hyderabad,West,2022-06-19
CUST100522,46,Male,Hyderabad,East,2021-01-12
CUST100523,43,Female,Chennai,West,2022-07-10
CUST100524,27,Female,Pune,East,2021-01-07
CUST100525,43,Female,Delhi,South,2022-12-22
CUST100526,51,Male,Mumbai,North,2022-02-16
CUST100527,58,Male,Hyderabad,South,2023-09-27
CUST100528,24,Male,Pune,West,2020-06-15
CUST100529,21,Male,Kolkata,North,2023-03-20
CUST100530,62,Other,Kolkata,West,2021-06-06
CUST100531,28,Male,Bangalore,West,2021-08-06
CUST100532,46,Female,Pune,North,2021-05-15
CUST100533,53,Male,Mumbai,South,2022-06-14
CUST100534,42,Other,Chennai,West,2022-09-25
CUST100535,38,Other,Bangalore,North,2021-07-13
CUST100536,53,Other,Mumbai,South,2023-10-03
CUST100537,27,Female,Bangalore,East,2023-07-19
CUST100538,54,Male,Pune,South,2023-12-24
CUST100539,26,Male,Delhi,South,2022-10-08
CUST100540,41,Male,Hyderabad,North,2020-08-20
CUST100541,52,Female,Pune,South,2021-07-13
CUST100542,52,Female,Mumbai,East,2023-05-16
CUST100543,53,Other,Chennai,East,2024-01-16
CUST100544,35,Other,Chennai,West,2022-07-09
